crop,season,state,area,yield_per_hectare,price_per_quintal,cost_per_hectare,profit
Onion,Rabi,Bihar,1.02,11.8668,4115.56,51889.87,445224.37
Onion,Rabi,Bihar,0.86,11.2596,3735.15,50974.76,317845.1
Onion,Rabi,Bihar,2.06,12.6301,4260.72,51612.4,1002235.58
Onion,Rabi,Bihar,1.1,13.4563,4156.46,49935.31,560309.15
Onion,Rabi,Bihar,3.23,11.2634,4067.24,50012.83,1318156.09
Onion,Rabi,Bihar,2.29,11.8284,3499.64,47840.86,838393.5
Onion,Rabi,Bihar,0.62,13.5747,3489.35,50247.65,262520.65
Onion,Rabi,Bihar,4.85,11.665,3762.25,50030.71,1885858.24
Onion,Rabi,Bihar,2.48,12.6297,3462.28,48580.19,963963.89
Onion,Rabi,Bihar,3.29,11.1965,3962.06,47806.75,1302201.23
Onion,Rabi,Bihar,4.01,10.9213,3787.3,52474.33,1448209.07
Onion,Rabi,Bihar,0.76,13.635,4003.2,48695.9,377826.07
Onion,Rabi,Bihar,1.14,11.64,3476.7,48005.23,406618.62
Onion,Rabi,Bihar,3.61,12.2444,3422.47,52483.48,1323346.82
Onion,Rabi,Bihar,4.16,11.6487,3929.95,50619.48,1693825.88
Onion,Rabi,Bihar,2.87,11.134,3756.36,51933.02,1051284.23
Onion,Rabi,Bihar,2.52,11.8291,3543.92,49570.65,931498.45
Onion,Rabi,Bihar,2.37,10.8071,3807.08,48799.07,859442.45
Onion,Rabi,Bihar,3.92,12.3203,3491.14,48576.01,1495650.63
Onion,Rabi,Bihar,0.55,13.6121,3586.67,51507.69,240192.13
Onion,Rabi,Bihar,4.82,11.0725,3813.05,50239.8,1792855.5
Onion,Rabi,Bihar,2.54,11.0384,4140.25,49941.21,1033970.8
Onion,Rabi,Bihar,1.18,12.9127,3663.29,49880.09,499317.56
Onion,Rabi,Bihar,2.19,12.0979,3727.35,51425.08,874917.71
Onion,Rabi,Bihar,3.6,11.4975,3766.93,51704.36,1373033.15
Onion,Rabi,Bihar,0.67,12.1039,4192.94,50686.01,306070.23
Onion,Rabi,Bihar,3.47,12.6175,4186.84,50569.67,1657639.76
Onion,Rabi,Bihar,0.8,11.1911,3841.1,51187.17,302938.41
Onion,Rabi,Bihar,2.8,10.873,3989.61,47923.96,1080423.79
Onion,Rabi,Bihar,3.72,10.9597,3431.46,47560.54,1222083.51
Onion,Rabi,Bihar,2.07,12.6899,4076.28,48425.98,970522.73
Onion,Rabi,Bihar,1.28,12.6868,3455.6,51321.86,495467.76
Onion,Rabi,Bihar,1.69,10.9917,3384.52,52339.3,540254.8
Onion,Rabi,Bihar,1.83,12.5823,4071.3,49409.7,847022.07
Onion,Rabi,Bihar,1.43,12.554,3476.71,51373.17,550683.25
Onion,Rabi,Bihar,3.4,10.8738,3852.01,52342.44,1246158.01
Onion,Rabi,Bihar,4.09,13.6241,3634.05,50509.41,1818401.04
Onion,Rabi,Bihar,3.12,13.1309,4051.88,50782.39,1501553.52
Onion,Rabi,Bihar,1.08,13.472,3675.76,48623.08,482299.64
Onion,Rabi,Bihar,2.17,12.0391,3761.86,50564.7,873057.41
Onion,Rabi,Bihar,4.74,11.107,3586.21,48487.35,1658211.2
Onion,Rabi,Bihar,4.49,11.5891,3958.03,51579.73,1827963.33
Onion,Rabi,Bihar,3.9,13.2196,3787.98,51142.45,1753486.25
Onion,Rabi,Bihar,3.99,11.271,3967.53,50225.13,1583851.31
Onion,Rabi,Bihar,1.09,13.1486,4031.61,48567.56,524868.21
Onion,Rabi,Bihar,2.78,12.8994,4136.9,50211.19,1343916.85
Onion,Rabi,Bihar,3.16,11.6232,3831.87,50325.11,1248394.06
Onion,Rabi,Bihar,3.6,12.6164,4166.84,51305.61,1707839.57
Onion,Rabi,Bihar,1.22,10.7781,3788.92,48733.39,438762.72
Onion,Rabi,Bihar,3.77,11.0416,4275.59,49507.47,1593144.65
Onion,Rabi,Bihar,4.1,12.3783,3552.56,51165.36,1593185.19
Onion,Rabi,Bihar,3.27,11.7928,3537.87,51418.96,1196146.28
Onion,Rabi,Bihar,2.99,12.982,3370.1,47676.56,1165592.89
Onion,Rabi,Bihar,3.86,13.5599,3551.13,49339.7,1668253.63
Onion,Rabi,Bihar,1.97,11.6468,3501.95,51883.25,701285.24
Onion,Rabi,Bihar,4.49,11.8987,3909.6,49563.11,1866178.88
Onion,Rabi,Bihar,3.63,12.5674,3368.25,49277.47,1357711.81
Onion,Rabi,Bihar,4.07,12.4754,3450.64,49904.86,1548948.92
Onion,Rabi,Bihar,3.39,12.4513,3424.82,50307.42,1275072.56
Onion,Rabi,Bihar,3.02,12.7342,3919.18,51524.94,1351606.69
Onion,Rabi,Bihar,1.71,12.2117,4122.53,47885.29,778982.76
Onion,Rabi,Bihar,0.76,13.0521,3672.06,51038.4,325465.34
Onion,Rabi,Bihar,4.05,12.0415,3840.05,48237.26,1677351.41
Onion,Rabi,Bihar,1.98,11.0106,3763.64,48603.06,724274.44
Onion,Rabi,Bihar,3.19,13.678,4040.49,52165.57,1596569.34
Onion,Rabi,Bihar,3.39,12.6161,3751.92,51428.26,1430298.43
Onion,Rabi,Bihar,1.03,13.2131,3741.51,49419.16,458299.23
Onion,Rabi,Bihar,3.07,11.2917,3904.76,49311.18,1202215.34
Onion,Rabi,Bihar,2.01,10.8217,3389.34,51658.49,633403.63
Onion,Rabi,Bihar,1.73,11.6267,3840.79,52203.4,682229.67
Onion,Rabi,Bihar,1.67,13.3097,3759.64,51709.67,749304.48
Onion,Rabi,Bihar,1.34,12.0942,4101.97,49914.84,597888.61
Onion,Rabi,Bihar,1.1,12.8851,3439.27,49982.31,432489.52
Onion,Rabi,Bihar,2.47,12.9953,4034.84,48294.54,1175831.88
Onion,Rabi,Bihar,3.25,12.9538,3489.53,50784.78,1304038.81
Onion,Rabi,Bihar,4.8,10.9181,3428.59,48910.94,1562037.68
Onion,Whole Year,Bihar,1.68,10.0507,3591.98,48747.73,524614.86
Onion,Whole Year,Bihar,1.72,9.0473,4062.28,51383.55,543768.22
Onion,Whole Year,Bihar,0.79,8.1327,3812.79,47813.27,207194.36
Onion,Whole Year,Bihar,4.58,9.2291,3493.1,49555.48,1249535.63
Onion,Whole Year,Bihar,2.06,8.1068,4191.17,50818.95,595241.24
Onion,Whole Year,Bihar,4.84,10.1179,3879.42,47761.29,1668609.62
Onion,Whole Year,Bihar,2.38,9.6651,3604.07,52406.49,704316.04
Onion,Whole Year,Bihar,1.65,8.4943,3965.7,50326.65,472775.05
Onion,Whole Year,Bihar,2.59,9.3963,4257.41,49247.53,908553.21
Onion,Whole Year,Bihar,1.01,8.5541,3504.11,48754.83,253499.63
Onion,Whole Year,Bihar,4.33,9.2092,3880.39,48073.84,1339180.23
Onion,Whole Year,Bihar,4.37,8.2076,4028.7,51039.18,1221939.75
Onion,Whole Year,Bihar,2.95,9.0662,3440.3,49923.48,772840.0
Onion,Whole Year,Bihar,1.25,9.927,4233.27,50845.11,461738.98
Onion,Whole Year,Bihar,2.58,9.4896,3743.22,50227.16,786874.17
Onion,Whole Year,Bihar,0.78,9.8312,3835.68,49796.2,255292.49
Onion,Whole Year,Bihar,0.73,8.5014,4086.95,48793.1,218019.02
Onion,Whole Year,Bihar,1.24,9.7221,3668.37,50096.93,380116.95
Onion,Whole Year,Bihar,1.42,9.9921,4170.98,51852.89,518177.87
Onion,Whole Year,Bihar,1.57,10.2237,3779.45,51360.06,526014.33
Onion,Whole Year,Bihar,0.62,9.0785,3425.14,52046.1,160521.87
Onion,Whole Year,Bihar,2.92,8.2907,3822.19,50783.9,777017.54
Onion,Whole Year,Bihar,4.2,9.7636,3714.45,52322.38,1303428.05
Onion,Whole Year,Bihar,1.42,8.69,3845.61,51464.27,401459.2
Onion,Whole Year,Bihar,3.1,9.8126,3947.72,49479.85,1047469.23
Onion,Whole Year,Bihar,4.62,8.406,3854.51,50979.5,1261408.13
Onion,Whole Year,Bihar,4.07,9.9428,3656.02,52030.72,1267729.84
Onion,Whole Year,Bihar,1.75,8.3681,4267.98,48510.08,540120.04
Onion,Whole Year,Bihar,1.33,9.4969,4185.81,48260.52,464518.48
Onion,Whole Year,Bihar,2.48,8.2423,3930.02,51912.08,674590.67
Onion,Whole Year,Bihar,4.12,10.1845,3828.98,49588.8,1402336.55
Onion,Whole Year,Bihar,4.93,9.4538,3978.32,48329.77,1615916.42
Onion,Whole Year,Bihar,4.47,8.4154,3757.65,47563.04,1200907.55
Onion,Whole Year,Bihar,3.02,9.6399,3849.35,51951.29,963749.64
Onion,Whole Year,Bihar,0.86,8.4708,4036.67,51790.89,249525.69
Onion,Whole Year,Bihar,4.19,9.6199,3861.64,49071.75,1350913.51
Onion,Whole Year,Bihar,2.62,9.0683,4119.4,49288.99,849585.86
Onion,Whole Year,Bihar,2.72,8.7956,4125.47,48368.81,855416.5
Onion,Whole Year,Bihar,3.7,8.2801,4123.39,48699.37,1083060.66
Onion,Whole Year,Bihar,1.14,9.0487,3684.64,51244.13,321670.4
Onion,Whole Year,Bihar,3.43,8.8333,3935.19,51707.24,1014941.69
Onion,Whole Year,Bihar,2.62,9.4526,4263.93,48131.32,929894.96
Onion,Whole Year,Bihar,3.54,9.5673,3663.68,47848.21,1071444.07
Onion,Whole Year,Bihar,1.29,8.5582,4150.7,51685.21,391565.13
Onion,Whole Year,Bihar,1.76,9.5845,3955.34,50063.27,579104.82
Onion,Whole Year,Bihar,1.87,8.1318,3560.46,49019.73,449754.32
Onion,Whole Year,Bihar,3.44,9.9737,4226.48,51330.32,1273503.09
Onion,Whole Year,Bihar,4.05,8.6309,3975.62,52035.98,1178946.23
Onion,Whole Year,Bihar,3.52,8.3028,3879.67,49735.28,958800.07
Onion,Whole Year,Bihar,2.57,9.2603,4158.8,49402.0,862791.18
Onion,Whole Year,Bihar,4.9,8.9876,3466.92,47710.12,1293019.1
Onion,Whole Year,Bihar,3.83,8.6744,4207.91,51791.71,1199622.98
Onion,Whole Year,Bihar,1.81,9.716,4201.21,51524.53,645561.53
Onion,Whole Year,Bihar,0.58,9.656,4248.97,49023.76,209528.84
Onion,Whole Year,Bihar,4.23,9.9771,3623.68,48062.9,1325994.41
Onion,Whole Year,Bihar,3.67,8.271,3861.55,48709.47,993399.05
Onion,Whole Year,Bihar,0.56,8.721,3795.53,50491.79,157089.56
Onion,Whole Year,Bihar,1.84,9.6923,3640.56,47740.71,561409.69
Onion,Whole Year,Bihar,4.56,9.5266,4147.51,50466.11,1571609.4
Onion,Whole Year,Bihar,4.52,8.2324,3535.39,48697.55,1095427.33
Onion,Whole Year,Bihar,4.08,9.3398,3397.12,52477.19,1080411.23
Onion,Whole Year,Bihar,4.35,8.1987,3843.88,51656.87,1146194.78
Onion,Whole Year,Bihar,3.2,8.2652,3470.78,52048.13,751415.2
Onion,Whole Year,Bihar,3.51,9.9907,4126.42,50358.86,1270274.37
Onion,Whole Year,Bihar,2.83,8.7555,3760.35,49672.98,791163.4
Onion,Whole Year,Bihar,3.98,10.0205,3917.75,49716.9,1364588.68
Onion,Whole Year,Bihar,3.23,9.3593,3944.72,51013.17,1027741.03
Onion,Whole Year,Bihar,1.57,8.2879,3835.55,49422.56,421490.37
Onion,Whole Year,Bihar,2.69,10.148,3963.91,50503.26,946220.9
Onion,Whole Year,Bihar,3.85,9.4525,3829.95,47854.66,1209566.54
Onion,Whole Year,Bihar,1.64,9.0973,3697.41,47728.24,473365.74
Onion,Whole Year,Bihar,1.13,10.1942,3619.36,49156.74,361381.64
Onion,Whole Year,Bihar,2.67,9.4013,3545.28,48903.42,759342.46
Onion,Whole Year,Bihar,1.43,8.071,3839.41,47538.32,375145.0
Onion,Whole Year,Bihar,1.49,8.2963,3399.0,49194.3,346866.86
Onion,Whole Year,Bihar,4.11,9.1856,3890.33,48967.44,1267458.45
Onion,Whole Year,Bihar,4.69,8.2503,3729.68,50585.33,1205910.52
Onion,Whole Year,Bihar,1.01,9.1741,3682.14,51871.11,288791.48
Onion,Whole Year,Bihar,2.72,10.2409,4009.83,48157.45,985966.42
Onion,Whole Year,Bihar,1.74,8.986,3727.44,49555.11,496582.63
Onion,Whole Year,Bihar,4.58,9.395,4020.64,49046.86,1505403.92
Onion,Whole Year,Bihar,4.21,9.8638,4241.86,47507.83,1561483.0
Onion,Whole Year,Bihar,3.36,8.6251,3412.23,47797.62,828269.72
Onion,Whole Year,Bihar,3.22,8.3105,3995.45,49419.19,910045.14
Onion,Whole Year,Bihar,2.55,8.3249,3704.02,49594.74,659836.59
Onion,Whole Year,Bihar,3.88,8.2351,3430.47,49273.86,904925.42
Onion,Whole Year,Bihar,4.74,9.5505,3978.92,49309.6,1567502.11
Onion,Whole Year,Bihar,3.17,9.4569,3374.59,52066.43,846600.24
Onion,Whole Year,Bihar,3.26,9.6501,4167.18,48102.79,1154147.88
Onion,Whole Year,Bihar,4.56,9.2325,3426.28,48210.69,1222622.61
Onion,Whole Year,Bihar,0.55,8.7073,3752.64,49930.0,152253.64
Onion,Whole Year,Bihar,3.1,8.3292,3405.44,50293.21,723394.38
Onion,Whole Year,Bihar,2.04,9.4925,4034.54,51728.02,675752.32
Onion,Whole Year,Bihar,3.62,9.538,3759.89,48876.91,1121258.29
Onion,Whole Year,Bihar,1.88,9.04,4089.43,51491.9,598205.36
Onion,Whole Year,Bihar,4.2,10.0735,4152.37,49654.93,1548266.49
Onion,Whole Year,Bihar,1.93,8.8747,3899.64,50505.37,570458.6
Onion,Whole Year,Bihar,3.68,8.8821,3997.12,48334.3,1128630.96
Onion,Whole Year,Bihar,2.44,10.0152,3496.17,49229.39,734241.03
Onion,Whole Year,Bihar,1.2,9.4783,3388.65,50684.51,324602.48
Onion,Rabi,Chhattisgarh,2.03,19.8891,2441.94,49056.09,886343.91
Onion,Rabi,Chhattisgarh,3.55,19.6693,2790.8,48589.46,1776211.49
Onion,Rabi,Chhattisgarh,2.69,20.3566,2413.08,52320.09,1180646.41
Onion,Rabi,Chhattisgarh,2.23,18.0414,2420.57,49439.93,863602.0
Onion,Rabi,Chhattisgarh,1.22,21.5801,2410.35,49792.62,573843.71
Onion,Rabi,Chhattisgarh,1.8,18.4571,2983.04,52279.59,896942.86
Onion,Rabi,Chhattisgarh,1.91,20.8323,2975.41,51633.54,1085284.61
Onion,Rabi,Chhattisgarh,2.23,20.532,2617.44,48270.73,1090788.69
Onion,Rabi,Chhattisgarh,2.99,21.6079,2748.94,51668.25,1621535.55
Onion,Rabi,Chhattisgarh,2.48,19.1557,2592.58,48473.12,1111425.44
Onion,Rabi,Chhattisgarh,0.76,19.209,2618.79,52332.09,342539.81
Onion,Rabi,Chhattisgarh,3.01,20.7226,2621.94,48195.98,1490367.32
Onion,Rabi,Chhattisgarh,2.5,20.2758,2804.16,49508.89,1297643.19
Onion,Rabi,Chhattisgarh,3.29,19.8184,2526.59,47697.3,1490476.04
Onion,Rabi,Chhattisgarh,2.64,19.0016,2749.8,52320.14,1241295.31
Onion,Rabi,Chhattisgarh,1.09,18.4994,2911.46,51471.05,530974.91
Onion,Rabi,Chhattisgarh,1.74,22.4966,2968.02,48243.98,1077857.62
Onion,Rabi,Chhattisgarh,2.58,20.249,3035.88,51817.74,1452333.18
Onion,Rabi,Chhattisgarh,3.15,19.2848,2640.26,48516.12,1451058.47
Onion,Rabi,Chhattisgarh,3.93,20.385,2647.59,49961.63,1924715.37
Onion,Rabi,Chhattisgarh,3.1,22.6756,2960.5,49537.92,1927497.66
Onion,Rabi,Chhattisgarh,1.4,22.0571,2466.47,49695.75,692068.18
Onion,Rabi,Chhattisgarh,2.52,20.9477,2728.51,52131.91,1308959.37
Onion,Rabi,Chhattisgarh,0.59,21.2459,2706.57,51113.53,309114.79
Onion,Rabi,Chhattisgarh,3.62,19.3512,2482.91,49293.58,1560870.13
Onion,Rabi,Chhattisgarh,4.12,18.9185,2577.18,52287.24,1793339.67
Onion,Rabi,Chhattisgarh,0.54,21.1927,3046.88,51642.35,320800.68
Onion,Rabi,Chhattisgarh,1.83,21.4906,2404.45,51670.72,851059.15
Onion,Rabi,Chhattisgarh,3.83,21.5665,2488.41,51344.61,1858769.11
Onion,Rabi,Chhattisgarh,0.9,18.2693,2713.62,49537.72,401598.42
Onion,Rabi,Chhattisgarh,2.33,19.5924,2438.21,48054.99,1001081.78
Onion,Rabi,Chhattisgarh,2.85,18.2654,2590.77,50003.12,1206156.76
Onion,Rabi,Chhattisgarh,4.08,18.1355,2856.97,47864.51,1918662.1
Onion,Rabi,Chhattisgarh,2.31,19.0242,2587.98,48905.02,1024344.45
Onion,Rabi,Chhattisgarh,1.95,18.9932,2706.31,50702.38,903460.93
Onion,Rabi,Chhattisgarh,1.05,20.345,2975.58,49746.75,583417.21
Onion,Rabi,Chhattisgarh,3.14,18.2406,2803.21,50913.09,1445685.65
Onion,Rabi,Chhattisgarh,1.59,21.9037,2861.46,51519.79,914639.85
Onion,Rabi,Chhattisgarh,2.99,18.5875,2734.88,51376.73,1366336.54
Onion,Rabi,Chhattisgarh,1.72,19.2774,2719.54,48169.14,818872.32
Onion,Rabi,Chhattisgarh,3.33,21.5432,2430.59,49087.93,1580211.03
Onion,Rabi,Chhattisgarh,0.5,18.119,2728.97,48880.85,222790.58
Onion,Rabi,Chhattisgarh,3.68,21.9857,2436.05,47519.1,1796070.13
Onion,Rabi,Chhattisgarh,1.61,19.4335,2879.06,48009.46,823505.43
Onion,Rabi,Chhattisgarh,2.12,22.0022,2571.72,49066.74,1095546.04
Onion,Rabi,Chhattisgarh,2.2,18.3261,3024.84,50935.1,1107477.56
Onion,Rabi,Chhattisgarh,2.72,20.9775,2648.31,51019.29,1372324.19
Onion,Rabi,Chhattisgarh,0.52,21.3695,2504.15,50831.93,251832.1
Onion,Rabi,Chhattisgarh,1.84,21.7051,2463.92,50720.75,890698.37
Onion,Rabi,Chhattisgarh,0.72,22.5588,2630.28,50002.01,391218.43
Onion,Rabi,Chhattisgarh,2.45,18.9096,2694.07,49343.54,1127229.37
Onion,Rabi,Chhattisgarh,2.16,21.6355,2429.29,49582.52,1028177.12
Onion,Rabi,Chhattisgarh,2.63,18.943,2970.02,50889.07,1345832.38
Onion,Rabi,Chhattisgarh,3.23,18.5569,2587.99,50758.2,1387260.67
Onion,Rabi,Chhattisgarh,3.82,21.0367,2601.27,49475.65,1901382.39
Onion,Rabi,Chhattisgarh,3.71,22.2339,2525.23,48937.05,1901448.8
Onion,Rabi,Chhattisgarh,2.16,18.4345,2433.04,50079.31,860629.55
Onion,Rabi,Chhattisgarh,1.7,17.9621,2940.84,49395.47,814029.06
Onion,Rabi,Chhattisgarh,2.02,18.4972,2407.72,49568.21,799502.24
Onion,Rabi,Chhattisgarh,2.72,20.481,2659.18,50475.66,1344087.9
Onion,Rabi,Chhattisgarh,0.54,22.5915,2698.25,50095.16,302118.87
Onion,Rabi,Chhattisgarh,3.55,21.6669,2598.81,51364.61,1816589.82
Onion,Rabi,Chhattisgarh,2.85,18.503,3032.64,47584.74,1463598.81
Onion,Rabi,Chhattisgarh,3.97,18.4769,2922.34,48827.91,1949784.96
Onion,Rabi,Chhattisgarh,0.58,21.6627,2586.69,50089.8,295949.01
Onion,Rabi,Chhattisgarh,2.07,17.897,2637.92,48999.0,875836.66
Onion,Rabi,Chhattisgarh,2.29,18.2109,2592.96,48641.18,969956.32
Onion,Rabi,Chhattisgarh,1.61,21.5373,2711.3,49869.05,859856.54
Onion,Rabi,Chhattisgarh,0.76,22.4901,3020.73,51425.95,477235.09
Onion,Rabi,Chhattisgarh,2.15,18.8459,2542.32,48204.01,926475.2
Onion,Rabi,Chhattisgarh,3.3,20.712,2905.46,48234.81,1826699.77
Onion,Rabi,Chhattisgarh,1.67,22.367,2620.58,48952.52,897110.89
Onion,Rabi,Chhattisgarh,2.61,21.3435,2976.54,47811.02,1533343.48
Onion,Rabi,Chhattisgarh,1.16,20.9688,2400.22,49738.37,526127.78
Onion,Rabi,Chhattisgarh,1.1,20.4747,3020.83,48709.47,626775.73
Onion,Rabi,Chhattisgarh,2.75,18.2624,2839.03,48873.52,1291402.77
Onion,Rabi,Chhattisgarh,0.7,20.0643,2503.37,48545.93,317615.5
Onion,Rabi,Chhattisgarh,0.72,22.6778,2946.17,51465.71,443997.3
Onion,Rabi,Chhattisgarh,3.06,20.0226,2564.63,50467.8,1416895.39
Onion,Rabi,Chhattisgarh,0.83,22.6778,2801.62,48450.54,487121.36
Onion,Summer,Chhattisgarh,4.07,14.8933,2988.14,52300.68,1598424.9
Onion,Summer,Chhattisgarh,2.85,14.2912,3033.48,48308.36,1097856.99
Onion,Summer,Chhattisgarh,2.65,12.6438,2864.32,50703.08,825357.08
Onion,Summer,Chhattisgarh,3.5,13.6703,2501.37,51358.13,1017050.36
Onion,Summer,Chhattisgarh,2.75,11.874,2403.0,49285.15,649129.92
Onion,Summer,Chhattisgarh,4.67,13.894,2544.47,48610.38,1423973.81
Onion,Summer,Chhattisgarh,1.95,14.1993,2949.04,47977.0,722995.66
Onion,Summer,Chhattisgarh,2.43,13.3983,2414.15,50812.17,662520.29
Onion,Summer,Chhattisgarh,1.03,13.13,2583.8,52097.66,295768.91
Onion,Summer,Chhattisgarh,4.97,14.3032,2424.43,49358.62,1478136.78
Onion,Summer,Chhattisgarh,2.27,14.8117,2887.79,52254.64,852329.16
Onion,Summer,Chhattisgarh,3.1,14.3889,2628.37,48755.01,1021259.49
Onion,Summer,Chhattisgarh,3.04,13.966,2629.32,48701.99,968266.33
Onion,Summer,Chhattisgarh,1.36,12.1737,2994.9,50029.79,427800.24
Onion,Summer,Chhattisgarh,1.49,11.9612,2420.53,48376.11,359308.56
Onion,Summer,Chhattisgarh,4.4,14.9152,2579.61,50408.11,1471119.92
Onion,Summer,Chhattisgarh,2.46,13.5139,2774.01,51293.88,796018.77
Onion,Summer,Chhattisgarh,1.77,14.7331,2625.71,52232.28,592270.19
Onion,Summer,Chhattisgarh,4.52,14.3657,2669.08,49881.68,1507648.5
Onion,Summer,Chhattisgarh,2.74,13.7544,2528.79,48430.68,820327.33
Onion,Summer,Chhattisgarh,1.99,12.5137,2953.61,47855.79,640284.56
Onion,Summer,Chhattisgarh,0.81,13.4824,3009.62,49547.06,288539.13
Onion,Summer,Chhattisgarh,4.15,12.9179,2941.06,50968.09,1365167.12
Onion,Summer,Chhattisgarh,3.97,12.3345,2822.72,51879.42,1176268.23
Onion,Summer,Chhattisgarh,2.93,13.2185,2579.61,47687.86,859359.29
Onion,Summer,Chhattisgarh,1.08,11.8448,2895.16,49582.83,316811.35
Onion,Summer,Chhattisgarh,2.85,14.9882,2430.78,48630.63,899747.44
Onion,Summer,Chhattisgarh,1.87,12.5891,2593.63,47507.37,521746.37
Onion,Summer,Chhattisgarh,3.78,12.5694,3026.65,50815.24,1245944.24
Onion,Summer,Chhattisgarh,3.84,13.2101,2949.29,49014.65,1307861.47
Onion,Summer,Chhattisgarh,1.96,14.4833,2860.59,48408.07,717163.75
Onion,Summer,Chhattisgarh,2.17,14.4507,2984.25,52424.29,822043.91
Onion,Summer,Chhattisgarh,3.89,13.7528,2651.93,50805.07,1221110.09
Onion,Summer,Chhattisgarh,0.85,14.1362,2750.77,48336.61,289439.34
Onion,Summer,Chhattisgarh,4.01,14.9209,2776.42,47712.11,1469880.38
Onion,Summer,Chhattisgarh,1.69,12.8028,2788.04,51072.12,516928.29
Onion,Summer,Chhattisgarh,3.92,13.5048,2462.06,50044.45,1107206.99
Onion,Summer,Chhattisgarh,2.16,14.518,3004.49,50986.05,832043.02
Onion,Summer,Chhattisgarh,3.71,14.82,2696.69,50972.98,1293589.29
Onion,Summer,Chhattisgarh,3.78,12.7302,2957.96,51535.35,1228566.66
Onion,Summer,Chhattisgarh,1.38,12.929,2620.68,52392.63,395278.14
Onion,Summer,Chhattisgarh,4.35,14.1935,2853.11,50310.36,1542704.67
Onion,Summer,Chhattisgarh,4.76,13.074,2719.26,48315.18,1462276.96
Onion,Summer,Chhattisgarh,4.04,13.0864,2874.84,47625.97,1327494.59
Onion,Summer,Chhattisgarh,4.28,14.118,2402.55,52351.29,1227684.17
Onion,Summer,Chhattisgarh,2.47,14.1218,2548.58,51585.64,761551.57
Onion,Summer,Chhattisgarh,2.96,12.0117,3026.77,50023.98,928087.33
Onion,Summer,Chhattisgarh,3.73,12.4239,2958.58,51500.02,1178941.08
Onion,Summer,Chhattisgarh,2.99,12.2703,2654.13,51826.48,818789.93
Onion,Summer,Chhattisgarh,1.21,12.7818,2597.45,51857.07,338973.13
Onion,Summer,Chhattisgarh,3.53,12.6539,2915.49,50624.37,1123598.1
Onion,Summer,Chhattisgarh,3.07,14.7718,2939.11,47560.78,1186858.89
Onion,Summer,Chhattisgarh,3.53,13.6178,2428.96,48938.16,994870.31
Onion,Summer,Chhattisgarh,1.88,13.8518,2625.65,49170.25,591317.01
Onion,Summer,Chhattisgarh,3.8,12.0656,2659.34,51418.8,1023896.04
Onion,Summer,Chhattisgarh,1.79,14.0591,2677.78,49162.28,585882.67
Onion,Summer,Chhattisgarh,0.75,14.8957,2639.34,50708.67,256831.02
Onion,Summer,Chhattisgarh,3.52,12.4876,2808.11,49591.67,1059781.45
Onion,Summer,Chhattisgarh,3.88,12.7424,2461.31,48881.6,1027223.12
Onion,Summer,Chhattisgarh,2.44,12.0629,3035.48,50093.5,771216.39
Onion,Summer,Chhattisgarh,1.31,12.2108,3029.15,49518.01,419679.3
Onion,Summer,Chhattisgarh,3.82,13.2104,2855.32,49232.62,1252828.69
Onion,Summer,Chhattisgarh,2.29,12.5081,2567.72,49915.2,621181.74
Onion,Summer,Chhattisgarh,1.71,13.9664,2582.87,52342.69,527347.98
Onion,Summer,Chhattisgarh,3.22,12.089,2445.38,52257.12,783632.0
Onion,Summer,Chhattisgarh,1.84,13.78,2455.23,50618.24,529390.05
Onion,Summer,Chhattisgarh,3.42,11.8936,2569.77,52325.08,866329.98
Onion,Summer,Chhattisgarh,1.63,14.1275,2836.68,50550.04,570829.42
Onion,Summer,Chhattisgarh,1.91,13.7755,2572.18,51830.48,577775.25
Onion,Summer,Chhattisgarh,4.76,12.345,2464.27,52223.68,1199472.31
Onion,Summer,Chhattisgarh,3.81,12.4994,2971.87,50437.93,1223117.09
Onion,Summer,Chhattisgarh,3.66,13.1633,2839.35,47576.97,1193800.72
Onion,Summer,Chhattisgarh,3.12,13.2993,2560.42,52287.91,899279.44
Onion,Summer,Chhattisgarh,2.3,12.4539,2943.66,50862.3,726195.51
Onion,Summer,Chhattisgarh,4.9,11.8717,2461.65,49667.91,1188600.93
Onion,Summer,Chhattisgarh,0.92,14.7992,2883.95,49670.1,346959.34
Onion,Summer,Chhattisgarh,1.66,14.1818,2678.85,47545.27,551725.59
Onion,Summer,Chhattisgarh,3.15,13.9048,2795.7,48710.11,1071083.39
Onion,Summer,Chhattisgarh,3.71,12.4885,2454.79,51887.35,944863.23
Onion,Summer,Chhattisgarh,3.82,12.6472,2404.07,48572.03,975914.55
Onion,Summer,Chhattisgarh,1.72,12.0468,2556.8,49794.7,444134.92
Onion,Summer,Chhattisgarh,3.8,14.0184,2791.42,47905.75,1304949.04
Onion,Summer,Chhattisgarh,4.78,14.4456,2942.81,51614.92,1785281.9
Onion,Summer,Chhattisgarh,4.7,12.4918,2750.61,50583.92,1377175.98
Onion,Summer,Chhattisgarh,3.84,13.5293,2877.11,47842.29,1311015.05
Onion,Summer,Chhattisgarh,2.17,13.7328,2996.55,50191.66,784060.95
Onion,Summer,Chhattisgarh,1.71,14.7371,2635.77,50832.32,577303.52
Onion,Summer,Chhattisgarh,4.04,13.8808,2691.88,48741.92,1312640.29
Onion,Summer,Chhattisgarh,3.67,13.2744,2674.41,50746.61,1116652.77
Onion,Summer,Chhattisgarh,4.71,14.5091,2436.91,48961.92,1434712.77
